Experiment,Treatment,Tray,Date,DOL,RepDay,Day,Individual,Code,weight_mg,PupalShellLength,PupalShellWidth,isolationDate,isolationTime,eclosionDate,eclosionTime,TotalPupalDevTime,Sex,Sex_binary,Ovary date extraction,Ovary_weight_mg,Ovary_singular_weight_mg,OvaryCorrPupalSize
R1,Large,4,05/11/2021,18DOL,,DAY14,2,L.D2.T1.2,100.4,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,M,0,,NA,NA,NA
R1,Large,4,05/11/2021,18DOL,,DAY14,5,L.D2.T1.5,158.2,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,F,1,,NA,NA,NA
R1,Large,4,05/11/2021,18DOL,,DAY14,8,L.D2.T1.8,120.3,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,M,0,,NA,NA,NA
R1,Large,4,05/11/2021,18DOL,,DAY14,9,L.D2.T1.9,156.7,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,F,1,,NA,NA,NA
R1,Control,2,05/11/2021,18DOL,,DAY14,1,C.D1.T2.1,74.9,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,M,0,,NA,NA,NA
R1,Control,2,05/11/2021,18DOL,,DAY14,2,C.D1.T2.2,91.5,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,M,0,,NA,NA,NA
R1,Control,2,05/11/2021,18DOL,,DAY14,3,C.D1.T2.3,105.8,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,M,0,,NA,NA,NA
R1,Control,2,05/11/2021,18DOL,,DAY14,7,C.D1.T2.7,95.4,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,F,1,,NA,NA,NA
R1,Large,5,05/11/2021,18DOL,,DAY14,4,L.D2.T2.4,133.1,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,M,0,,NA,NA,NA
R1,Large,5,05/11/2021,18DOL,,DAY14,5,L.D2.T2.5,102.3,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,M,0,,NA,NA,NA
R1,Large,5,05/11/2021,18DOL,,DAY14,9,L.D2.T2.9,149.1,NA,NA,05/11/2021,09-Nov,13/11/2021,12:51,195,M,0,,NA,NA,NA
R1,Control,3,05/11/2021,18DOL,,DAY14,11,C.D1.T3.11,75.9,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,M,0,,NA,NA,NA
R1,Control,3,05/11/2021,18DOL,,DAY14,13,C.D1.T3.13,91.4,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,M,0,,NA,NA,NA
R1,Control,3,05/11/2021,18DOL,,DAY14,19,C.D1.T3.19,86,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,M,0,,NA,NA,NA
R1,Control,3,05/11/2021,18DOL,,DAY14,22,C.D1.T3.22,97.1,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,M,0,,NA,NA,NA
R1,Control,3,05/11/2021,18DOL,,DAY14,3,C.D1.T3.3,89.7,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,M,0,,NA,NA,NA
R1,Large,6,04/11/2021,17DOL,,DAY13,2,L.D1.T3.2,148.1,NA,NA,04/11/2021,11-Dec,12/11/2021,14:42,195,F,1,,NA,NA,NA
R1,Large,6,05/11/2021,18DOL,,DAY14,10,L.D2.T3.10,120.7,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,195,F,1,,NA,NA,NA
R1,Large,6,07/11/2021,20DOL,,DAY16,7,L.D4.T3.7,132.5,NA,NA,07/11/2021,10:00,15/11/2021,14:08,196,M,0,,NA,NA,NA
R1,Large,4,06/11/2021,19DOL,,DAY15,8,L.D3.T1.8,114.9,NA,NA,06/11/2021,14:00-14:40,15/11/2021,09:00,211,M,0,,NA,NA,NA
R1,Large,5,06/11/2021,19DOL,,DAY15,2,L.D3.T2.2,150.8,NA,NA,06/11/2021,14:00-14:40,15/11/2021,09:00,211,F,1,,NA,NA,NA
R1,Large,5,06/11/2021,19DOL,,DAY15,8,L.D3.T2.8,111.8,NA,NA,06/11/2021,14:00-14:40,15/11/2021,09:00,211,M,0,,NA,NA,NA
R1,Large,5,06/11/2021,19DOL,,DAY15,9,L.D3.T2.9,145.9,NA,NA,06/11/2021,14:00-14:40,15/11/2021,09:00,211,M,0,,NA,NA,NA
R1,Large,6,06/11/2021,19DOL,,DAY15,2,L.D3.T3.2,158.5,NA,NA,06/11/2021,14:00-14:40,15/11/2021,09:00,211,F,1,,NA,NA,NA
R1,Large,6,07/11/2021,20DOL,,DAY16,2,L.D4.T3.2,193.5,NA,NA,07/11/2021,10:00,15/11/2021,09:00,211,F,1,,NA,NA,NA
R1,Control,3,06/11/2021,19DOL,,DAY15,3,C.D2.T3.3,90.3,NA,NA,06/11/2021,12:25-1:30,15/11/2021,09:00,212,M,0,,NA,NA,NA
R1,Control,3,06/11/2021,19DOL,,DAY15,5,C.D2.T3.5,99.5,NA,NA,06/11/2021,12:25-1:30,15/11/2021,09:00,212,M,0,,NA,NA,NA
R1,Control,3,06/11/2021,19DOL,,DAY15,7,C.D2.T3.7,89.1,NA,NA,06/11/2021,12:25-1:30,15/11/2021,09:00,212,M,0,,NA,NA,NA
R1,Control,3,06/11/2021,19DOL,,DAY15,8,C.D2.T3.8,101.4,NA,NA,06/11/2021,12:25-1:30,15/11/2021,09:00,212,M,0,,NA,NA,NA
R1,Control,2,06/11/2021,19DOL,,DAY15,1,C.D2.T2.1,83.3,NA,NA,06/11/2021,12:25-1:30,15/11/2021,10:55,214,M,0,,NA,NA,NA
R1,Large,6,07/11/2021,20DOL,,DAY16,1,L.D4.T3.1,134.2,NA,NA,07/11/2021,10:00,15/11/2021,14:25,216,M,0,,NA,NA,NA
R1,Large,5,05/11/2021,18DOL,,DAY14,1,L.D2.T2.1,149.1,NA,NA,05/11/2021,09-Nov,15/11/2021,09:00,240,F,1,,NA,NA,NA
R1,Large,5,05/11/2021,18DOL,,DAY14,12,L.D2.T2.12,115.2,NA,NA,05/11/2021,09-Nov,15/11/2021,09:00,240,M,0,,NA,NA,NA
R1,Large,5,05/11/2021,18DOL,,DAY14,13,L.D2.T2.13,136.2,NA,NA,05/11/2021,09-Nov,15/11/2021,09:00,240,F,1,,NA,NA,NA
R1,Large,6,05/11/2021,18DOL,,DAY14,14,L.D2.T3.14,164.4,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,240,F,1,,NA,NA,NA
R1,Large,6,05/11/2021,18DOL,,DAY14,15,L.D2.T3.15,178.4,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,240,F,1,,NA,NA,NA
R1,Large,6,05/11/2021,18DOL,,DAY14,17,L.D2.T3.17,113,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,240,M,0,,NA,NA,NA
R1,Large,6,05/11/2021,18DOL,,DAY14,2,L.D2.T3.2,147.2,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,240,M,0,,NA,NA,NA
R1,Large,6,05/11/2021,18DOL,,DAY14,20,L.D2.T3.20,141.2,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,240,F,1,,NA,NA,NA
R1,Large,6,05/11/2021,18DOL,,DAY14,4,L.D2.T3.4,154.6,NA,NA,05/11/2021,09-Nov,13/11/2021,12:00,240,M,0,,NA,NA,NA
R2,Control,7,12/02/2022,18DOL,14,,1,C1,89.51,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Control,7,12/02/2022,18DOL,14,,2,C2,96.36,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Control,7,12/02/2022,18DOL,14,,3,C3,69.53,NA,NA,12/02/2022,11:00,19/02/2022,08:35,165,M,0,,NA,NA,NA
R2,Control,7,12/02/2022,18DOL,14,,4,C4,80.34,NA,NA,12/02/2022,11:00,19/02/2022,08:35,165,F,1,,NA,NA,NA
R2,Control,7,12/02/2022,18DOL,14,,5,C5,80.59,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Control,7,12/02/2022,18DOL,14,,6,C6,80.64,NA,NA,12/02/2022,11:00,19/02/2022,08:35,165,M,0,,NA,NA,NA
R2,Control,7,12/02/2022,18DOL,14,,7,C7,113.56,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Control,7,12/02/2022,18DOL,14,,8,C8,58.61,NA,NA,12/02/2022,11:00,19/02/2022,08:35,165,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,9,C9,63.03,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,10,C10,71.48,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,11,C11,89.5,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,14,C14,89.86,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,15,C15,87.8,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,16,C16,83.08,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,17,C17,107.98,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,18,C18,85.41,NA,NA,13/02/2022,11:00,19/02/2022,08:35,141,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,20,C20,75.56,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,21,C21,72.52,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,22,C22,98.93,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,23,C23,80.88,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,24,C24,64.53,NA,NA,13/02/2022,11:00,19/02/2022,08:35,141,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,25,C25,97.51,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,26,C26,103.01,NA,NA,13/02/2022,11:00,20/02/2022,12:00,169,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,27,C27,98.82,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,28,C28,93.79,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,29,C29,99.41,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,31,C31,89.32,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,34,C34,88.36,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,36,C36,94.23,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,38,C38,94.47,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,39,C39,77.85,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,40,C40,107.93,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,42,C42,76.18,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,43,C43,92.03,NA,NA,13/02/2022,11:00,19/02/2022,08:35,141,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,44,C44,81.68,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,46,C46,73.69,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,13/02/2022,19DOL,15,,47,C47,80.33,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,48,C48,109.41,NA,NA,14/02/2022,11:00,21/02/2022,10:00,167,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,49,C49,120.44,NA,NA,14/02/2022,11:00,20/02/2022,11:00,144,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,50,C50,70.87,NA,NA,14/02/2022,11:00,21/02/2022,10:00,167,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,51,C51,88.05,NA,NA,14/02/2022,11:00,20/02/2022,11:00,144,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,52,C52,102.24,NA,NA,14/02/2022,11:00,21/02/2022,12:30,169.5,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,54,C54,91.2,NA,NA,14/02/2022,11:00,22/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,56,C56,72.62,NA,NA,14/02/2022,11:00,21/02/2022,10:00,167,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,57,C57,95.58,NA,NA,14/02/2022,11:00,20/02/2022,11:00,144,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,59,C59,105.12,NA,NA,14/02/2022,11:00,22/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,61,C61,77.17,NA,NA,14/02/2022,11:00,21/02/2022,12:30,169.5,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,62,C62,84.29,NA,NA,14/02/2022,11:00,21/02/2022,10:00,167,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,63,C63,97.84,NA,NA,14/02/2022,11:00,21/02/2022,10:00,167,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,64,C64,76.68,NA,NA,14/02/2022,11:00,20/02/2022,11:00,144,M,0,,NA,NA,NA
R2,Control,7,14/02/2022,20DOL,16,,65,C65,79.61,NA,NA,14/02/2022,11:00,21/02/2022,10:00,167,M,0,,NA,NA,NA
R2,Large,8,12/02/2022,18DOL,14,,1,L1,108.21,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Large,8,12/02/2022,18DOL,14,,2,L2,128.5,NA,NA,12/02/2022,11:00,19/02/2022,08:35,165,M,0,,NA,NA,NA
R2,Large,8,12/02/2022,18DOL,14,,4,L4,120.69,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Large,8,12/02/2022,18DOL,14,,5,L5,109.26,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Large,8,12/02/2022,18DOL,14,,6,L6,97.47,NA,NA,12/02/2022,11:00,19/02/2022,08:35,165,M,0,,NA,NA,NA
R2,Large,8,12/02/2022,18DOL,14,,7,L7,106.89,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Large,8,12/02/2022,18DOL,14,,8,L8,107.91,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Large,8,12/02/2022,18DOL,14,,9,L9,130.69,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Large,8,12/02/2022,18DOL,14,,10,L10,115.27,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Large,8,12/02/2022,18DOL,14,,11,L11,109.82,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Large,8,12/02/2022,18DOL,14,,12,L12,105.79,NA,NA,12/02/2022,11:00,20/02/2022,11:00,192,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,13,L13,94.87,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,15,L15,133.16,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,19,L19,126.93,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,21,L21,134.14,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,22,L22,139.73,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,23,L23,110.22,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,25,L25,93.05,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,26,L26,123.18,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,27,L27,137.16,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,28,L28,91.12,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,29,L29,127.71,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,30,L30,112.34,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,31,L31,124.89,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,32,L32,108.87,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,33,L33,112.91,NA,NA,13/02/2022,11:00,19/02/2022,08:35,141,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,37,L37,107.83,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,39,L39,133.5,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,40,L40,121.8,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,41,L41,144.23,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,42,L42,123.44,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,43,L43,114.89,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,44,L44,116.29,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,45,L45,95.99,NA,NA,13/02/2022,11:00,19/02/2022,08:35,141,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,46,L46,103.63,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,48,L48,132.03,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,49,L49,103.76,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,50,L50,134.49,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,51,L51,113.3,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,53,L53,127.51,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,54,L54,132.5,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,55,L55,108.92,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,56,L56,123.97,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,57,L57,104.4,NA,NA,13/02/2022,11:00,19/02/2022,08:35,141,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,59,L59,126.71,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,60,L60,105.64,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,61,L61,97.4,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,62,L62,95.01,NA,NA,13/02/2022,11:00,20/02/2022,11:00,168,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,63,L63,109.14,NA,NA,13/02/2022,11:00,21/02/2022,10:00,191,M,0,,NA,NA,NA
R2,Large,8,13/02/2022,19DOL,15,,64,L64,148.29,NA,NA,13/02/2022,11:00,21/02/2022,10:00,193.5,M,0,,NA,NA,NA
R2,Large,8,14/02/2022,20DOL,16,,68,L68,117.76,NA,NA,14/02/2022,11:00,21/02/2022,10:00,167,M,0,,NA,NA,NA
R2,Large,8,14/02/2022,20DOL,16,,70,L70,99.8,NA,NA,14/02/2022,11:00,21/02/2022,10:00,167,M,0,,NA,NA,NA
R2,Large,8,14/02/2022,20DOL,16,,72,L72,127.71,NA,NA,14/02/2022,11:00,20/02/2022,11:00,144,M,0,,NA,NA,NA
R2,Large,8,14/02/2022,20DOL,16,,80,L80,108.38,NA,NA,14/02/2022,11:00,19/02/2022,08:35,117,M,0,,NA,NA,NA
R3,Control,9,04/07/2022,18DOL,14,,12,C12,97.8,13.59,4.4,04/07/2022,16:00,11/07/2022,17:30,169,M,0,NA,NA,NA,NA
R3,Control,9,04/07/2022,18DOL,14,,13,C13,92.3,13.32,4.48,04/07/2022,16:00,11/07/2022,17:30,169,M,0,NA,NA,NA,NA
R3,Control,9,04/07/2022,18DOL,14,,14,C14,83.7,12.81,4.06,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,9,04/07/2022,18DOL,14,,18,C18,67.2,11.95,3.81,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,9,04/07/2022,18DOL,14,,20,C20,83,12.43,4.28,04/07/2022,16:00,12/07/2022,11:30,187,M,0,NA,NA,NA,NA
R3,Control,9,05/07/2022,19DOL,15,,68,C68,64.7,12.12,3.83,05/07/2022,12:00,12/07/2022,07:30,163,M,0,NA,NA,NA,NA
R3,Control,9,05/07/2022,19DOL,15,,69,C69,96.4,13.41,4.44,05/07/2022,12:00,11/07/2022,11:00,143,M,0,NA,NA,NA,NA
R3,Control,9,05/07/2022,19DOL,15,,72,C72,67.9,12.37,3.65,05/07/2022,12:00,12/07/2022,19:50,175,M,0,NA,NA,NA,NA
R3,Control,9,05/07/2022,19DOL,15,,73,C73,86.4,13.33,4.23,05/07/2022,12:00,12/07/2022,12:50,168,M,0,NA,NA,NA,NA
R3,Control,9,05/07/2022,19DOL,15,,74,C74,93.2,13.47,4.25,05/07/2022,12:00,12/07/2022,07:30,163,M,0,NA,NA,NA,NA
R3,Control,9,05/07/2022,19DOL,15,,78,C78,106.2,14.54,4.33,05/07/2022,12:00,12/07/2022,07:30,163,M,0,NA,NA,NA,NA
R3,Control,9,05/07/2022,19DOL,15,,79,C79,86.4,12.66,4.27,05/07/2022,12:00,12/07/2022,07:30,163,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,23,C23,84.7,13.23,4.07,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,24,C24,89.2,13.12,4.06,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,25,C25,104.5,13.43,4.42,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,26,C26,101,NA,NA,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,27,C27,86.3,13.33,3.93,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,28,C28,112,15.17,4.96,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,29,C29,89.3,12.6,4.27,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,30,C30,98.8,NA,NA,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,34,C34,99.5,13.83,4.53,04/07/2022,16:00,11/07/2022,13:40,165,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,35,C35,105.5,13.69,4.52,04/07/2022,16:00,13/07/2022,08:20,208,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,37,C37,95.6,13.69,4.25,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,38,C38,84.3,13.18,4.06,04/07/2022,16:00,11/07/2022,13:40,165,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,40,C40,90.2,13.47,4.41,04/07/2022,16:00,11/07/2022,13:40,165,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,41,C41,96.5,13.99,4.33,04/07/2022,16:00,11/07/2022,13:40,165,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,42,C42,95.9,13.63,4.2,04/07/2022,16:00,11/07/2022,11:00,163,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,43,C43,106.7,13.91,4.35,04/07/2022,16:00,13/07/2022,08:20,208,M,0,NA,NA,NA,NA
R3,Control,10,04/07/2022,18DOL,14,,44,C44,107.9,14.1,4.69,04/07/2022,16:00,12/07/2022,07:30,183,M,0,NA,NA,NA,NA
