Experiment,Individual,Treatment,DOL,RepDay,Date,Lifestage,Tray,Replicate,Weight_mg,DOL2
R3,85,Large,15,11,05/06/2022,larva,13,55,192.9,15DOL
R1,21,Control,12,8,30/10/2021,larva,1,43,192.9,12DOL
R3,18,Control,12,8,28/06/2022,larva,10,37,192.9,12DOL
R1,25,Large,18,14,05/11/2021,larva,6,83,192.8,18DOL
R3,25,Control,16,12,02/06/2022,larva,9,56,192.8,16DOL
R3,36,Large,14,10,04/07/2022,larva,13,50,192.8,14DOL
R1,1,Large,11,7,29/10/2021,larva,4,40,192.8,11DOL
R1,7,Control,18,14,05/11/2021,larva,2,79,192.7,18DOL
R1,2,Large,17,13,04/11/2021,larva,5,76,192.7,17DOL
R3,24,Control,17,13,03/07/2022,larva,12,64,192.7,17DOL
R3,26,Large,17,13,07/07/2022,larva,13,65,192.7,17DOL
R1,9,Large,16,12,03/11/2021,larva,5,70,192.7,16DOL
R1,1,Large,11,7,29/10/2021,larva,5,41,192.7,11DOL
R2,7,Large,20,16,14/02/2022,larva,8,85,192.59,20DOL
R1,8,Large,11,7,29/10/2021,larva,4,40,192.5,11DOL
R1,10,Control,20,16,07/11/2021,larva,2,91,192.4,20DOL
R1,1,Large,17,13,04/11/2021,larva,5,76,192.4,17DOL
R3,84,Large,13,9,03/07/2022,larva,13,45,192.4,13DOL
R3,11,Control,12,8,28/06/2022,larva,11,38,192.4,12DOL
R2,25,Large,13,9,07/02/2022,larva,8,44,192.38,13DOL
R3,31,Large,18,14,08/07/2022,larva,13,70,192.3,18DOL
R2,21,Large,19,15,13/02/2022,larva,8,79,192.23,19DOL
R2,4,Large,15,11,09/02/2022,larva,8,55,192.21,15DOL
R2,11,Large,19,15,13/02/2022,larva,8,80,192.2,19DOL
R3,46,Large,19,15,09/07/2022,larva,13,75,192.2,19DOL
R3,9,Control,19,15,05/07/2022,larva,12,74,192.2,19DOL
R1,2,Large,17,13,04/11/2021,larva,4,75,192.2,17DOL
R3,24,Control,13,9,29/06/2022,larva,12,44,192.2,13DOL
R2,17,Large,19,15,13/02/2022,larva,8,79,192.14,19DOL
R3,27,Large,19,15,09/07/2022,larva,13,75,192.1,19DOL
R3,1,Large,17,13,07/07/2022,larva,13,65,192.1,17DOL
R3,51,Large,17,13,07/07/2022,larva,13,65,192.1,17DOL
R3,76,Large,17,13,07/07/2022,larva,13,65,192.1,17DOL
R3,97,Large,17,13,07/07/2022,larva,13,65,192.1,17DOL
R1,2,Large,12,8,30/10/2021,larva,5,47,192.1,12DOL
R3,15,Control,16,12,02/06/2022,larva,11,58,192,16DOL
R3,21,Control,16,12,02/06/2022,larva,11,58,192,16DOL
R1,4,Large,13,9,31/10/2021,larva,5,53,192,13DOL
R1,4,Control,12,8,30/10/2021,larva,2,44,192,12DOL
R2,8,Large,19,15,13/02/2022,larva,8,80,191.95,19DOL
R1,6,Large,17,13,04/11/2021,larva,5,76,191.9,17DOL
R3,38,Large,13,9,03/07/2022,larva,13,45,191.9,13DOL
R2,7,Large,10,6,04/02/2022,larva,8,26,191.9,10DOL
R2,16,Large,14,10,08/02/2022,larva,8,49,191.88,14DOL
R3,34,Large,19,15,09/07/2022,larva,13,75,191.8,19DOL
R1,11,Large,17,13,04/11/2021,larva,5,76,191.8,17DOL
R3,21,Control,16,12,02/06/2022,larva,10,57,191.8,16DOL
R3,78,Large,14,10,04/07/2022,larva,13,50,191.8,14DOL
R2,20,Large,19,15,13/02/2022,larva,8,80,191.74,19DOL
R3,2,Control,16,12,02/06/2022,larva,12,59,191.7,16DOL
R2,11,Control,18,14,12/02/2022,larva,7,70,191.63,18DOL
R1,4,Control,18,14,05/11/2021,larva,1,78,191.6,18DOL
R1,3,Large,13,9,31/10/2021,larva,4,52,191.6,13DOL
R3,16,Control,12,8,28/06/2022,larva,12,39,191.6,12DOL
R3,72,Large,12,8,02/07/2022,larva,13,40,191.5,12DOL
R1,6,Large,10,6,28/10/2021,larva,5,35,191.5,10DOL
R2,7,Large,13,9,07/02/2022,larva,8,45,191.36,13DOL
R1,22,Control,20,16,07/11/2021,larva,1,90,191.3,20DOL
R3,61,Large,12,8,02/07/2022,larva,13,40,191.3,12DOL
R2,1,Large,12,8,06/02/2022,larva,8,38,191.24,12DOL
R2,24,Control,20,16,14/02/2022,larva,7,82,191.23,20DOL
R2,23,Large,10,6,04/02/2022,larva,8,26,191.16,10DOL
R1,1,Large,17,13,04/11/2021,larva,4,75,191.1,17DOL
R1,24,Control,17,13,04/11/2021,larva,3,74,191.1,17DOL
R1,13,Large,9,5,27/10/2021,larva,6,30,191.1,9DOL
R3,5,Control,16,12,02/06/2022,larva,9,56,191,16DOL
R2,10,Large,18,14,12/02/2022,larva,8,75,190.97,18DOL
R1,20,Control,17,13,04/11/2021,larva,3,74,190.9,17DOL
R1,20,Control,16,12,03/11/2021,larva,1,66,190.9,16DOL
R3,41,Large,14,10,04/07/2022,larva,13,50,190.9,14DOL
R3,69,Large,13,9,03/07/2022,larva,13,45,190.9,13DOL
R3,54,Large,17,13,07/07/2022,larva,13,65,190.8,17DOL
R3,21,Control,15,11,01/06/2022,larva,11,53,190.8,15DOL
R2,22,Large,15,11,09/02/2022,larva,8,55,190.78,15DOL
R3,83,Large,13,9,03/07/2022,larva,13,45,190.7,13DOL
R2,9,Large,19,15,13/02/2022,larva,8,79,190.68,19DOL
R1,2,Large,17,13,04/11/2021,larva,6,77,190.6,17DOL
R3,11,Large,14,10,04/07/2022,larva,13,50,190.6,14DOL
R1,5,Large,10,6,28/10/2021,larva,5,35,190.6,10DOL
R3,5,Large,20,16,10/07/2022,larva,13,80,190.5,20DOL
R3,22,Control,16,12,02/06/2022,larva,12,59,190.5,16DOL
R1,18,Large,13,9,31/10/2021,larva,4,52,190.5,13DOL
R3,19,Large,13,9,03/07/2022,larva,13,45,190.5,13DOL
R3,26,Large,13,9,03/07/2022,larva,13,45,190.5,13DOL
R2,16,Large,12,8,06/02/2022,larva,8,37,190.49,12DOL
R1,9,Control,19,15,06/11/2021,larva,2,85,190.4,19DOL
R1,17,Large,18,14,05/11/2021,larva,4,81,190.4,18DOL
R1,17,Control,17,13,04/11/2021,larva,3,74,190.4,17DOL
R3,61,Large,14,10,04/07/2022,larva,13,50,190.4,14DOL
R2,1,Control,18,14,12/02/2022,larva,7,70,190.34,18DOL
R1,23,Control,20,16,07/11/2021,larva,1,90,190.3,20DOL
R3,20,Control,19,15,05/07/2022,larva,10,72,190.3,19DOL
R2,14,Large,18,14,12/02/2022,larva,8,74,190.3,18DOL
R3,46,Large,15,11,05/06/2022,larva,13,55,190.3,15DOL
R1,9,Control,12,8,30/10/2021,larva,1,43,190.3,12DOL
R3,20,Large,20,16,10/07/2022,larva,13,80,190.2,20DOL
R3,32,Large,16,12,06/07/2022,larva,13,60,190.2,16DOL
R3,78,Large,13,9,03/07/2022,larva,13,45,190.2,13DOL
R1,7,Large,9,5,27/10/2021,larva,5,29,190.2,9DOL
R3,51,Large,20,16,10/07/2022,larva,13,80,190.1,20DOL
R2,5,Control,16,12,10/02/2022,larva,7,58,190.1,16DOL
R3,10,Large,16,12,06/07/2022,larva,13,60,190.1,16DOL
R3,18,Large,15,11,05/06/2022,larva,13,55,190.1,15DOL
R3,53,Large,15,11,05/06/2022,larva,13,55,190.1,15DOL
R3,11,Control,15,11,01/06/2022,larva,11,53,190.1,15DOL
R2,12,Large,18,14,12/02/2022,larva,8,73,190.07,18DOL
R1,1,Control,16,12,03/11/2021,larva,2,67,190,16DOL
R2,15,Large,19,15,13/02/2022,larva,8,80,189.9,19DOL
R1,17,Control,18,14,05/11/2021,larva,1,78,189.9,18DOL
R3,15,Control,17,13,03/07/2022,larva,12,64,189.9,17DOL
R3,16,Control,16,12,02/06/2022,larva,9,56,189.9,16DOL
R3,16,Control,16,12,02/06/2022,larva,10,57,189.9,16DOL
R1,10,Large,14,10,01/11/2021,larva,5,59,189.9,14DOL
R3,17,Control,12,8,28/06/2022,larva,11,38,189.9,12DOL
R1,5,Control,17,13,04/11/2021,larva,2,73,189.8,17DOL
R1,10,Large,17,13,04/11/2021,larva,6,77,189.7,17DOL
R1,1,Control,16,12,03/11/2021,larva,3,68,189.7,16DOL
R3,78,Large,15,11,05/06/2022,larva,13,55,189.7,15DOL
R3,19,Large,17,13,07/07/2022,larva,13,65,189.6,17DOL
R1,3,Control,16,12,03/11/2021,larva,2,67,189.6,16DOL
R3,19,Large,14,10,04/07/2022,larva,13,50,189.6,14DOL
R1,13,Large,11,7,29/10/2021,larva,6,42,189.6,11DOL
R2,7,Large,10,6,04/02/2022,larva,8,25,189.52,10DOL
R3,23,Control,16,12,02/06/2022,larva,9,56,189.5,16DOL
R3,19,Control,16,12,02/06/2022,larva,10,57,189.5,16DOL
R2,24,Large,20,16,14/02/2022,larva,8,86,189.49,20DOL
R3,66,Large,19,15,09/07/2022,larva,13,75,189.4,19DOL
R3,67,Large,17,13,07/07/2022,larva,13,65,189.4,17DOL
R3,22,Control,14,10,30/07/2022,larva,12,49,189.4,14DOL
R3,2,Control,13,9,29/06/2022,larva,11,43,189.4,13DOL
R1,3,Large,11,7,29/10/2021,larva,4,40,189.4,11DOL
R2,1,Control,20,16,14/02/2022,larva,7,83,189.38,20DOL
R1,4,Control,20,16,07/11/2021,larva,1,90,189.3,20DOL
R3,1,Control,12,8,28/06/2022,larva,12,39,189.3,12DOL
R2,19,Large,11,7,05/02/2022,larva,8,32,189.23,11DOL
R2,9,Large,14,10,08/02/2022,larva,8,50,189.22,14DOL
R1,14,Control,12,8,30/10/2021,larva,3,45,189.2,12DOL
R3,93,Large,12,8,02/07/2022,larva,13,40,189.2,12DOL
R1,5,Control,18,14,05/11/2021,larva,2,79,189.1,18DOL
R1,12,Control,17,13,04/11/2021,larva,2,73,189.1,17DOL
R1,13,Control,12,8,30/10/2021,larva,3,45,189.1,12DOL
R2,12,Control,18,14,12/02/2022,larva,7,71,189.09,18DOL
R2,22,Large,15,11,09/02/2022,larva,8,57,189.07,15DOL
R2,14,Large,16,12,10/02/2022,larva,8,63,189.02,16DOL
R1,8,Control,17,13,04/11/2021,larva,1,72,189,17DOL
R1,24,Control,15,11,02/11/2021,larva,2,62,189,15DOL
R3,13,Control,14,10,30/07/2022,larva,11,48,189,14DOL
R2,1,Large,20,16,14/02/2022,larva,8,85,188.99,20DOL
R3,3,Large,17,13,07/07/2022,larva,13,65,188.8,17DOL
R3,10,Control,16,12,02/06/2022,larva,12,59,188.8,16DOL
R1,13,Control,13,9,31/10/2021,larva,1,49,188.8,13DOL
R3,12,Control,12,8,28/06/2022,larva,10,37,188.8,12DOL
R1,3,Large,10,6,28/10/2021,larva,4,34,188.8,10DOL
R2,11,Large,19,15,13/02/2022,larva,8,79,188.79,19DOL
R2,15,Control,18,14,12/02/2022,larva,7,71,188.74,18DOL
R3,5,Large,18,14,08/07/2022,larva,13,70,188.7,18DOL
R3,22,Control,17,13,03/07/2022,larva,9,61,188.7,17DOL
R3,15,Control,16,12,02/06/2022,larva,10,57,188.7,16DOL
R3,20,Large,12,8,02/07/2022,larva,13,40,188.7,12DOL
R2,4,Control,16,12,10/02/2022,larva,7,58,188.64,16DOL
R2,22,Large,19,15,13/02/2022,larva,8,81,188.61,19DOL
R1,19,Control,16,12,03/11/2021,larva,3,68,188.6,16DOL
R3,43,Large,13,9,03/07/2022,larva,13,45,188.6,13DOL
R2,13,Large,10,6,04/02/2022,larva,8,27,188.56,10DOL
R1,3,Large,20,16,07/11/2021,larva,4,93,188.5,20DOL
R3,12,Large,20,16,10/07/2022,larva,13,80,188.5,20DOL
R3,9,Large,19,15,09/07/2022,larva,13,75,188.5,19DOL
R3,11,Control,13,9,29/06/2022,larva,12,44,188.5,13DOL
R1,8,Large,16,12,03/11/2021,larva,5,70,188.4,16DOL
R3,70,Large,16,12,06/07/2022,larva,13,60,188.4,16DOL
R3,53,Large,20,16,10/07/2022,larva,13,80,188.3,20DOL
R1,9,Control,17,13,04/11/2021,larva,1,72,188.3,17DOL
R1,12,Control,17,13,04/11/2021,larva,1,72,188.3,17DOL
R3,3,Control,17,13,03/07/2022,larva,11,63,188.3,17DOL
R1,12,Large,16,12,03/11/2021,larva,6,71,188.3,16DOL
R3,21,Control,19,15,05/07/2022,larva,11,73,188.2,19DOL
R2,19,Control,18,14,12/02/2022,larva,7,71,188.2,18DOL
R3,11,Control,15,11,01/06/2022,larva,9,51,188.2,15DOL
R3,93,Large,13,9,03/07/2022,larva,13,45,188.2,13DOL
R3,15,Control,19,15,05/07/2022,larva,11,73,188.1,19DOL
R1,20,Large,17,13,04/11/2021,larva,4,75,188.1,17DOL
R3,62,Large,17,13,07/07/2022,larva,13,65,188.1,17DOL
R1,5,Large,10,6,28/10/2021,larva,4,34,188.1,10DOL
R2,25,Large,19,15,13/02/2022,larva,8,81,188.08,19DOL
R2,7,Large,12,8,06/02/2022,larva,8,38,188.08,12DOL
R2,19,Large,15,11,09/02/2022,larva,8,56,188.05,15DOL
R1,20,Large,16,12,03/11/2021,larva,5,70,188,16DOL
R1,16,Control,15,11,02/11/2021,larva,3,63,188,15DOL
R3,40,Large,13,9,03/07/2022,larva,13,45,188,13DOL
R2,1,Control,20,16,14/02/2022,larva,7,82,187.99,20DOL
R2,6,Large,13,9,07/02/2022,larva,8,45,187.91,13DOL
R1,23,Control,20,16,07/11/2021,larva,3,92,187.9,20DOL
R1,21,Large,16,12,03/11/2021,larva,4,69,187.9,16DOL
R3,2,Control,16,12,02/06/2022,larva,11,58,187.9,16DOL
R3,30,Large,14,10,04/07/2022,larva,13,50,187.9,14DOL
R1,4,Large,13,9,31/10/2021,larva,6,54,187.9,13DOL
R1,11,Large,11,7,29/10/2021,larva,6,42,187.9,11DOL
R2,4,Large,13,9,07/02/2022,larva,8,45,187.82,13DOL
R3,35,Large,20,16,10/07/2022,larva,13,80,187.8,20DOL
R3,58,Large,17,13,07/07/2022,larva,13,65,187.8,17DOL
R3,64,Large,16,12,06/07/2022,larva,13,60,187.8,16DOL
R1,12,Large,9,5,27/10/2021,larva,5,29,187.8,9DOL
R2,5,Large,19,15,13/02/2022,larva,8,81,187.67,19DOL
R3,17,Control,12,8,28/06/2022,larva,10,37,187.6,12DOL
R1,4,Large,11,7,29/10/2021,larva,5,41,187.6,11DOL
R2,21,Control,18,14,12/02/2022,larva,7,70,187.56,18DOL
R3,12,Control,18,14,04/07/2022,larva,11,68,187.5,18DOL
R1,16,Control,16,12,03/11/2021,larva,2,67,187.5,16DOL
R1,1,Large,14,10,01/11/2021,larva,6,60,187.5,14DOL
R1,15,Large,14,10,01/11/2021,larva,6,60,187.5,14DOL
R3,86,Large,14,10,04/07/2022,larva,13,50,187.5,14DOL
R3,12,Control,13,9,29/06/2022,larva,12,44,187.5,13DOL
R2,4,Large,20,16,14/02/2022,larva,8,85,187.47,20DOL
R3,13,Control,18,14,04/07/2022,larva,12,69,187.4,18DOL
R1,15,Control,15,11,02/11/2021,larva,2,62,187.4,15DOL
R3,11,Control,15,11,01/06/2022,larva,10,52,187.4,15DOL
R1,16,Large,13,9,31/10/2021,larva,4,52,187.4,13DOL
R1,4,Large,12,8,30/10/2021,larva,5,47,187.4,12DOL
R2,11,Large,12,8,06/02/2022,larva,8,38,187.34,12DOL
R1,8,Control,17,13,04/11/2021,larva,2,73,187.3,17DOL
R3,50,Large,13,9,03/07/2022,larva,13,45,187.3,13DOL
R2,9,Control,18,14,12/02/2022,larva,7,72,187.2,18DOL
R3,19,Control,18,14,04/07/2022,larva,12,69,187.2,18DOL
R3,7,Control,13,9,29/06/2022,larva,12,44,187.2,13DOL
R2,8,Large,10,6,04/02/2022,larva,8,27,187.18,10DOL
R3,14,Control,18,14,04/07/2022,larva,9,66,187.1,18DOL
R3,24,Control,16,12,02/06/2022,larva,9,56,187.1,16DOL
R2,20,Large,15,11,09/02/2022,larva,8,56,187.04,15DOL
R2,3,Control,18,14,12/02/2022,larva,7,70,187.01,18DOL
R1,22,Control,16,12,03/11/2021,larva,3,68,187,16DOL
R3,77,Large,14,10,04/07/2022,larva,13,50,187,14DOL
R1,20,Control,17,13,04/11/2021,larva,1,72,186.9,17DOL
R3,23,Large,17,13,07/07/2022,larva,13,65,186.9,17DOL
R3,95,Large,17,13,07/07/2022,larva,13,65,186.9,17DOL
R3,20,Control,16,12,02/06/2022,larva,9,56,186.9,16DOL
R3,20,Large,17,13,07/07/2022,larva,13,65,186.8,17DOL
R2,9,Large,13,9,07/02/2022,larva,8,44,186.78,13DOL
R3,29,Large,17,13,07/07/2022,larva,13,65,186.7,17DOL
R1,10,Large,15,11,02/11/2021,larva,5,64,186.7,15DOL
R2,8,Large,16,12,10/02/2022,larva,8,62,186.61,16DOL
R1,18,Control,19,15,06/11/2021,larva,3,86,186.6,19DOL
R3,7,Control,19,15,05/07/2022,larva,12,74,186.6,19DOL
R1,6,Control,13,9,31/10/2021,larva,3,51,186.6,13DOL
R3,1,Control,20,16,06/07/2022,larva,11,78,186.5,20DOL
R1,25,Control,17,13,04/11/2021,larva,1,72,186.5,17DOL
R1,10,Large,17,13,04/11/2021,larva,5,76,186.5,17DOL
R3,25,Control,19,15,05/07/2022,larva,10,72,186.4,19DOL
R1,20,Control,18,14,05/11/2021,larva,2,79,186.4,18DOL
R1,20,Large,10,6,28/10/2021,larva,6,36,186.4,10DOL
R2,17,Large,10,6,04/02/2022,larva,8,25,186.31,10DOL
R3,3,Control,17,13,03/07/2022,larva,9,61,186.3,17DOL
R1,23,Control,18,14,05/11/2021,larva,2,79,186.2,18DOL
R1,17,Control,16,12,03/11/2021,larva,3,68,186.2,16DOL
R2,16,Control,15,11,09/02/2022,larva,7,53,186.2,15DOL
R3,57,Large,15,11,05/06/2022,larva,13,55,186.2,15DOL
R1,21,Large,17,13,04/11/2021,larva,6,77,186.1,17DOL
R3,35,Large,15,11,05/06/2022,larva,13,55,186.1,15DOL
R3,23,Control,13,9,29/06/2022,larva,11,43,186.1,13DOL
R2,13,Large,19,15,13/02/2022,larva,8,79,186.03,19DOL
R2,2,Large,10,6,04/02/2022,larva,8,27,186.02,10DOL
R1,21,Control,15,11,02/11/2021,larva,1,61,186,15DOL
R3,48,Large,13,9,03/07/2022,larva,13,45,186,13DOL
R3,80,Large,13,9,03/07/2022,larva,13,45,186,13DOL
R3,17,Control,17,13,03/07/2022,larva,10,62,185.9,17DOL
R1,17,Control,16,12,03/11/2021,larva,2,67,185.9,16DOL
R3,68,Large,12,8,02/07/2022,larva,13,40,185.9,12DOL
R3,90,Large,13,9,03/07/2022,larva,13,45,185.8,13DOL
R2,6,Control,19,15,13/02/2022,larva,7,78,185.79,19DOL
R2,18,Large,11,7,05/02/2022,larva,8,31,185.75,11DOL
R2,21,Control,20,16,14/02/2022,larva,7,83,185.73,20DOL
R2,7,Large,14,10,08/02/2022,larva,8,51,185.73,14DOL
R1,21,Large,16,12,03/11/2021,larva,5,70,185.7,16DOL
R1,19,Control,15,11,02/11/2021,larva,3,63,185.7,15DOL
R2,1,Control,18,14,12/02/2022,larva,7,71,185.64,18DOL
R1,9,Large,20,16,07/11/2021,larva,6,95,185.6,20DOL
R1,4,Control,17,13,04/11/2021,larva,1,72,185.6,17DOL
R1,6,Large,16,12,03/11/2021,larva,5,70,185.6,16DOL
R1,19,Control,17,13,04/11/2021,larva,3,74,185.5,17DOL
R1,19,Control,16,12,03/11/2021,larva,2,67,185.5,16DOL
R1,18,Control,12,8,30/10/2021,larva,3,45,185.5,12DOL
R2,3,Large,19,15,13/02/2022,larva,8,81,185.4,19DOL
R1,16,Control,18,14,05/11/2021,larva,1,78,185.4,18DOL
R2,1,Large,11,7,05/02/2022,larva,8,33,185.39,11DOL
R2,21,Large,19,15,13/02/2022,larva,8,81,185.38,19DOL
R2,5,Large,18,14,12/02/2022,larva,8,75,185.38,18DOL
R3,12,Control,20,16,06/07/2022,larva,11,78,185.3,20DOL
R3,8,Control,19,15,05/07/2022,larva,9,71,185.3,19DOL
R3,11,Control,18,14,04/07/2022,larva,9,66,185.3,18DOL
R3,27,Large,20,16,10/07/2022,larva,13,80,185.2,20DOL
R3,3,Large,16,12,06/07/2022,larva,13,60,185.2,16DOL
R2,1,Control,16,12,10/02/2022,larva,7,60,185.15,16DOL
R2,19,Large,10,6,04/02/2022,larva,8,26,185.14,10DOL
R3,43,Large,19,15,09/07/2022,larva,13,75,185.1,19DOL
R3,17,Large,14,10,04/07/2022,larva,13,50,185.1,14DOL
R2,17,Large,9,5,03/02/2022,larva,8,21,185.07,9DOL
R2,17,Large,20,16,14/02/2022,larva,8,85,185.03,20DOL
R1,10,Large,10,6,28/10/2021,larva,6,36,185,10DOL
R2,9,Large,10,6,04/02/2022,larva,8,27,185,10DOL
R2,12,Large,19,15,13/02/2022,larva,8,80,184.91,19DOL
R1,3,Control,20,16,07/11/2021,larva,1,90,184.9,20DOL
R1,11,Control,17,13,04/11/2021,larva,2,73,184.9,17DOL
R3,12,Large,17,13,07/07/2022,larva,13,65,184.9,17DOL
R1,8,Control,15,11,02/11/2021,larva,3,63,184.9,15DOL
R3,93,Large,14,10,04/07/2022,larva,13,50,184.9,14DOL
R2,16,Control,20,16,14/02/2022,larva,7,82,184.84,20DOL
R3,16,Large,20,16,10/07/2022,larva,13,80,184.8,20DOL
R3,87,Large,13,9,03/07/2022,larva,13,45,184.8,13DOL
R2,2,Large,19,15,13/02/2022,larva,8,81,184.78,19DOL
R2,11,Large,10,6,04/02/2022,larva,8,27,184.71,10DOL
R3,64,Large,14,10,04/07/2022,larva,13,50,184.7,14DOL
R2,8,Large,19,15,13/02/2022,larva,8,81,184.65,19DOL
R2,1,Control,15,11,09/02/2022,larva,7,53,184.63,15DOL
R3,1,Control,18,14,04/07/2022,larva,12,69,184.6,18DOL
R3,8,Large,13,9,03/07/2022,larva,13,45,184.6,13DOL
R2,3,Large,18,14,12/02/2022,larva,8,74,184.58,18DOL
R2,8,Control,19,15,13/02/2022,larva,7,77,184.51,19DOL
R2,20,Large,19,15,13/02/2022,larva,8,79,184.5,19DOL
R1,13,Control,16,12,03/11/2021,larva,1,66,184.5,16DOL
R1,8,Control,16,12,03/11/2021,larva,2,67,184.5,16DOL
R1,17,Large,13,9,31/10/2021,larva,4,52,184.5,13DOL
R2,16,Large,20,16,14/02/2022,larva,8,85,184.48,20DOL
R1,19,Large,14,10,01/11/2021,larva,6,60,184.4,14DOL
R2,12,Large,14,10,08/02/2022,larva,8,51,184.4,14DOL
R1,3,Large,13,9,31/10/2021,larva,5,53,184.4,13DOL
R2,7,Large,9,5,03/02/2022,larva,8,20,184.34,9DOL
R3,55,Large,16,12,06/07/2022,larva,13,60,184.3,16DOL
R3,69,Large,16,12,06/07/2022,larva,13,60,184.3,16DOL
R3,21,Large,14,10,04/07/2022,larva,13,50,184.3,14DOL
R2,25,Large,20,16,14/02/2022,larva,8,86,184.21,20DOL
R1,17,Control,19,15,06/11/2021,larva,1,84,184.2,19DOL
R3,25,Control,15,11,01/06/2022,larva,11,53,184.2,15DOL
R3,12,Control,13,9,29/06/2022,larva,9,41,184.2,13DOL
R1,18,Control,12,8,30/10/2021,larva,1,43,184.2,12DOL
R1,4,Control,12,8,30/10/2021,larva,3,45,184.2,12DOL
R1,11,Large,9,5,27/10/2021,larva,4,28,184.2,9DOL
R2,5,Large,10,6,04/02/2022,larva,8,25,184.17,10DOL
R2,9,Large,15,11,09/02/2022,larva,8,55,184.12,15DOL
R3,13,Control,18,14,04/07/2022,larva,11,68,184.1,18DOL
R3,14,Control,15,11,01/06/2022,larva,12,54,184.1,15DOL
R3,15,Control,14,10,30/07/2022,larva,9,46,184.1,14DOL
R3,15,Control,13,9,29/06/2022,larva,11,43,184.1,13DOL
R1,18,Large,19,15,06/11/2021,larva,5,88,184,19DOL
R1,2,Control,17,13,04/11/2021,larva,2,73,184,17DOL
R1,10,Control,17,13,04/11/2021,larva,3,74,184,17DOL
R3,1,Control,16,12,02/06/2022,larva,10,57,183.9,16DOL
R3,92,Large,12,8,02/07/2022,larva,13,40,183.9,12DOL
R2,5,Large,17,13,11/02/2022,larva,8,69,183.84,17DOL
R2,9,Large,18,14,12/02/2022,larva,8,73,183.81,18DOL
R3,17,Control,16,12,02/06/2022,larva,11,58,183.8,16DOL
R1,12,Large,13,9,31/10/2021,larva,4,52,183.8,13DOL
R3,19,Control,13,9,29/06/2022,larva,12,44,183.8,13DOL
R2,11,Large,12,8,06/02/2022,larva,8,39,183.8,12DOL
R2,14,Control,19,15,13/02/2022,larva,7,77,183.76,19DOL
R3,45,Large,13,9,03/07/2022,larva,13,45,183.7,13DOL
R3,17,Control,16,12,02/06/2022,larva,12,59,183.6,16DOL
R2,8,Large,16,12,10/02/2022,larva,8,63,183.57,16DOL
R3,92,Large,13,9,03/07/2022,larva,13,45,183.5,13DOL
R2,13,Large,13,9,07/02/2022,larva,8,44,183.46,13DOL
R2,12,Large,11,7,05/02/2022,larva,8,31,183.41,11DOL
R3,78,Large,19,15,09/07/2022,larva,13,75,183.4,19DOL
R3,15,Control,20,16,06/07/2022,larva,10,77,183.3,20DOL
R3,23,Control,20,16,06/07/2022,larva,11,78,183.3,20DOL
R1,11,Large,11,7,29/10/2021,larva,5,41,183.3,11DOL
R2,19,Large,19,15,13/02/2022,larva,8,81,183.29,19DOL
R2,6,Large,11,7,05/02/2022,larva,8,32,183.28,11DOL
R2,18,Large,10,6,04/02/2022,larva,8,25,183.26,10DOL
R2,8,Large,17,13,11/02/2022,larva,8,69,183.23,17DOL
R1,20,Control,13,9,31/10/2021,larva,1,49,183.2,13DOL
R3,16,Control,13,9,29/06/2022,larva,9,41,183.2,13DOL
R2,23,Large,15,11,09/02/2022,larva,8,55,183.16,15DOL
R1,4,Large,18,14,05/11/2021,larva,6,83,183.1,18DOL
R3,22,Control,16,12,02/06/2022,larva,10,57,183.1,16DOL
R1,4,Large,15,11,02/11/2021,larva,4,64,183.1,15DOL
R3,35,Large,13,9,03/07/2022,larva,13,45,183.1,13DOL
R2,3,Large,10,6,04/02/2022,larva,8,26,183.06,10DOL
R2,17,Control,18,14,12/02/2022,larva,7,72,183.03,18DOL
R2,11,Control,15,11,09/02/2022,larva,7,53,183.01,15DOL
R1,9,Large,14,10,01/11/2021,larva,4,58,183,14DOL
R1,24,Large,12,8,30/10/2021,larva,5,47,183,12DOL
R1,9,Large,11,7,29/10/2021,larva,5,41,183,11DOL
R2,10,Large,11,7,05/02/2022,larva,8,32,182.96,11DOL
R3,32,Large,20,16,10/07/2022,larva,13,80,182.9,20DOL
R3,18,Control,17,13,03/07/2022,larva,12,64,182.9,17DOL
R3,45,Large,17,13,07/07/2022,larva,13,65,182.9,17DOL
R3,82,Large,17,13,07/07/2022,larva,13,65,182.9,17DOL
R3,56,Large,12,8,02/07/2022,larva,13,40,182.9,12DOL
R2,20,Large,9,5,03/02/2022,larva,8,20,182.84,9DOL
R3,56,Large,18,14,08/07/2022,larva,13,70,182.8,18DOL
R1,9,Control,17,13,04/11/2021,larva,2,73,182.8,17DOL
R2,25,Large,15,11,09/02/2022,larva,8,55,182.79,15DOL
R3,53,Large,19,15,09/07/2022,larva,13,75,182.7,19DOL
R3,67,Large,18,14,08/07/2022,larva,13,70,182.7,18DOL
R3,86,Large,13,9,03/07/2022,larva,13,45,182.7,13DOL
R2,12,Large,20,16,14/02/2022,larva,8,85,182.69,20DOL
R2,11,Control,13,9,07/02/2022,larva,7,42,182.65,13DOL
R1,13,Control,18,14,05/11/2021,larva,3,80,182.6,18DOL
R3,55,Large,18,14,08/07/2022,larva,13,70,182.6,18DOL
R1,25,Control,17,13,04/11/2021,larva,2,73,182.6,17DOL
R1,24,Control,16,12,03/11/2021,larva,3,68,182.6,16DOL
